4375070104263050|02|2024|594
4375070104266426|02|2024|269
4375070104265634|02|2024|360
4375070104266665|02|2024|835
4375070104264256|02|2024|504
4375070104264330|02|2024|148
4375070104263464|02|2024|559
4375070104265576|02|2024|257
4375070104262581|02|2024|684
4375070104262342|02|2024|631
4375070104261658|02|2024|478
4375070104263423|02|2024|555
4375070104262235|02|2024|182
4375070104268414|02|2024|366
4375070104263308|02|2024|346
4375070104263183|02|2024|264
4375070104263258|02|2024|944
4375070104261773|02|2024|415
4375070104263514|02|2024|137
4375070104266442|02|2024|172
4375070104262326|02|2024|132
4375070104260411|02|2024|224
4375070104265782|02|2024|352
4375070104267234|02|2024|707
4375070104266152|02|2024|227
4375070104264587|02|2024|616
4375070104263324|02|2024|944
4375070104264637|02|2024|611
4375070104267242|02|2024|629
4375070104261047|02|2024|846
4375070104260254|02|2024|557
4375070104262052|02|2024|790
4375070104261302|02|2024|662
4375070104263704|02|2024|723
4375070104263860|02|2024|319
4375070104267150|02|2024|410
4375070104260601|02|2024|400
4375070104260007|02|2024|557
4375070104267705|02|2024|391
4375070104263571|02|2024|971
4375070104263670|02|2024|294
4375070104260783|02|2024|210
4375070104261666|02|2024|584
4375070104268315|02|2024|195
4375070104263647|02|2024|882
4375070104263688|02|2024|435
4375070104260221|02|2024|231
4375070104262276|02|2024|601
4375070104268455|02|2024|207
4375070104267515|02|2024|429
4375070104268083|02|2024|924
4375070104265758|02|2024|232
4375070104262672|02|2024|147
4375070104265261|02|2024|637
4375070104260866|02|2024|435
4375070104265162|02|2024|676
4375070104265113|02|2024|228
4375070104262888|02|2024|738
4375070104261443|02|2024|780
4375070104263068|02|2024|757
4375070104262433|02|2024|765
4375070104260163|02|2024|727
4375070104264215|02|2024|587
4375070104264785|02|2024|401
4375070104268075|02|2024|673
4375070104260064|02|2024|232
4375070104265576|02|2024|952
4375070104265808|02|2024|944
4375070104268067|02|2024|384
4375070104262144|02|2024|978
4375070104268422|02|2024|959
4375070104261823|02|2024|163
4375070104266616|02|2024|896
4375070104267341|02|2024|495
4375070104263381|02|2024|827
4375070104265568|02|2024|295
4375070104266327|02|2024|286
4375070104266483|02|2024|352
4375070104264413|02|2024|960
4375070104264728|02|2024|234
4375070104263753|02|2024|553
4375070104263878|02|2024|752
4375070104263001|02|2024|338
4375070104263373|02|2024|610
4375070104261070|02|2024|382
4375070104264587|02|2024|447
4375070104267432|02|2024|609
4375070104266277|02|2024|162
4375070104263456|02|2024|591
4375070104261161|02|2024|179
4375070104264157|02|2024|577
4375070104263407|02|2024|505
4375070104267234|02|2024|304
4375070104267374|02|2024|412
4375070104261625|02|2024|218
4375070104264074|02|2024|972
4375070104265113|02|2024|134
4375070104260452|02|2024|304
4375070104260478|02|2024|817
4375070104260866|02|2024|736
4375070104261427|02|2024|992
4375070104262680|02|2024|930
4375070104265667|02|2024|611
4375070104267861|02|2024|265
4375070104264678|02|2024|559
4375070104266582|02|2024|810
4375070104265170|02|2024|717
4375070104267416|02|2024|647
4375070104265204|02|2024|958
4375070104262706|02|2024|328
4375070104261716|02|2024|859
4375070104261617|02|2024|772
4375070104261476|02|2024|844
4375070104266160|02|2024|469
4375070104265774|02|2024|402
4375070104267267|02|2024|187
4375070104268406|02|2024|518
4375070104263134|02|2024|984
4375070104261146|02|2024|258
4375070104268638|02|2024|961
4375070104265162|02|2024|573
4375070104261310|02|2024|918
4375070104268828|02|2024|728
4375070104264546|02|2024|357
4375070104260643|02|2024|416
4375070104263084|02|2024|731
4375070104267176|02|2024|777
4375070104264835|02|2024|847
4375070104267085|02|2024|594
4375070104263407|02|2024|842
4375070104268075|02|2024|970
4375070104263837|02|2024|933
4375070104267531|02|2024|183
4375070104266285|02|2024|338
4375070104264546|02|2024|378
4375070104261153|02|2024|255
4375070104264116|02|2024|262
4375070104264116|02|2024|330
4375070104266863|02|2024|901
4375070104263175|02|2024|615
4375070104260304|02|2024|780
4375070104261617|02|2024|314
4375070104268307|02|2024|420
4375070104262730|02|2024|134
4375070104267564|02|2024|679
4375070104264454|02|2024|908
4375070104263506|02|2024|225
4375070104262235|02|2024|651
4375070104265287|02|2024|265
4375070104262110|02|2024|180
